I_SECURITY,I_COMPANY,I_MARKET,I_INDUSTRY,I_SECTOR,I_SUBSECTOR,I_SEC_TYPE,N_SECURITY,N_SECURITY_T,N_SECURITY_E,I_SECURITY_LOCAL,I_ISIN,I_NATIVE
5076,648,B,0,12,0,G,EGAT198A            ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 2,EGAT47/02/15Y,5076,TH064803T804  ,L
5077,648,B,0,12,0,G,EGAT198A%           ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 2,EGAT47/02/15Y,5076,TH064803T820  ,F
5078,649,B,0,12,0,G,PEA098A             ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 3,PEA47/03/5Y,5078,TH064903J803  ,L
5080,137, ,0,0,0,W,ASP-WB              ,ESOP §√—Èß∑’Ë 2,ESOP GRANT II,5080,TH013705K109  ,L
5081,786,A,4,34,0,S,SAM                 ,,,5081,TH0786010Z04  ,L
5082,786,A,4,34,0,F,SAM-F               ,,,5081,TH0786010Z12  ,F
5083,786,A,4,34,0,S,SAM-R               ,,,5081,TH0786010R12  ,R
5084,790,A,6,9,0,S,AI                  ,,,5084,TH0790A10Z07  ,L
5085,790,A,6,9,0,F,AI-F                ,,,5084,TH0790A10Z15  ,F
5086,790,A,6,9,0,S,AI-R                ,,,5084,TH0790010R14  ,R
5087,788,A,7,10,0,S,WORK                ,,,5087,TH0788010005  ,L
5088,788,A,7,10,0,F,WORK-F              ,,,5087,TH0788010013  ,F
5089,788,A,7,10,0,S,WORK-R              ,,,5087,TH0788010R18  ,R
5090,623,B,0,11,3,G,SB119A              ,æ—π∏∫—µ√ÕÕ¡∑√—æ¬Ï ª’ß∫ª√–¡“≥ 2547 §√—Èß∑’Ë2 Õ“¬ÿ7 ª’,SLOAN47/02/7Y,5090,TH062303L903  ,L
5091,623,B,0,11,3,G,SB119A%             ,æ—π∏∫—µ√ÕÕ¡∑√—æ¬Ï ª’ß∫ª√–¡“≥ 2547 §√—Èß∑’Ë2 Õ“¬ÿ7 ª’,SLOAN47/02/7Y,5090,TH062303L929  ,F
5092,623,B,0,11,3,G,SB149A              ,æ—π∏∫—µ√ÕÕ¡∑√—æ¬Ï ª’ß∫ª√–¡“≥ 2547 §√—Èß∑’Ë2 Õ“¬ÿ10 ª’,SLOAN47/02/10Y,5092,TH062303O907  ,L
5093,623,B,0,11,3,G,SB149A%             ,æ—π∏∫—µ√ÕÕ¡∑√—æ¬Ï ª’ß∫ª√–¡“≥ 2547 §√—Èß∑’Ë2 Õ“¬ÿ10 ª’,SLOAN47/02/10Y,5092,TH062303O923  ,F
5094,791,S,62,70,0,S,CMO                 ,,,5094,TH0791010Y05  ,L
5095,791,S,62,70,0,F,CMO-F               ,,,5094,TH0791010Y13  ,F
5096,791,S,62,70,0,S,CMO-R               ,,,5094,TH0791010R12  ,R
5097,792,C,0,0,0,D,AUTO071A            ,,,5097,TH079203H102  ,L
5098,792,C,0,0,0,D,AUTO071A%           ,,,5097,TH079203H128  ,F
5099,792,C,0,0,0,D,AUTO088A            ,,,5099,TH079203I803  ,L
5100,792,C,0,0,0,D,AUTO088A%           ,,,5099,TH079203I829  ,F
5101,623,C,0,0,0,D,TB04929B            ,,,5101,TH0623I7E985  ,L
5102,623,C,0,0,0,D,TB04929B%           ,,,5101,TH0623I7E993  ,F
5103,623,C,0,0,0,D,TB04D01A            ,,,5103,TH0623C7EC83  ,L
5104,623,C,0,0,0,D,TB04D01A%           ,,,5103,TH0623C7EC91  ,F
5105,623,C,0,0,0,D,TB05302A            ,,,5105,TH062307F385  ,L
5106,623,C,0,0,0,D,TB05302A%           ,,,5105,TH062307F393  ,F
5107,623,C,0,0,0,D,TB04O06C            ,,,5107,TH0623H7EA84  ,L
5108,623,C,0,0,0,D,TB04O06C%           ,,,5107,TH0623H7EA92  ,F
5109,623,C,0,0,0,D,TB04D08A            ,,,5109,TH0623D7EC81  ,L
5110,623,C,0,0,0,D,TB04D08A%           ,,,5109,TH0623D7EC99  ,F
5111,623,C,0,0,0,D,TB05309A            ,,,5111,TH0623A7F386  ,L
5112,623,C,0,0,0,D,TB05309A%           ,,,5111,TH0623A7F394  ,F
5113,623,C,0,0,0,D,TB04O13C            ,,,5113,TH0623I7EA82  ,L
5114,623,C,0,0,0,D,TB04O13C%           ,,,5113,TH0623I7EA90  ,F
5115,623,C,0,0,0,D,TB04D15B            ,,,5115,TH0623E7EC89  ,L
5116,623,C,0,0,0,D,TB04D15B%           ,,,5115,TH0623E7EC97  ,F
5117,623,C,0,0,0,D,TB05316A            ,,,5117,TH0623B7F385  ,L
5118,623,C,0,0,0,D,TB05316A%           ,,,5117,TH0623B7F393  ,F
5119,623,C,0,0,0,D,TB04O20C            ,,,5119,TH0623J7EA80  ,L
5120,623,C,0,0,0,D,TB04O20C%           ,,,5119,TH0623J7EA98  ,F
5121,623,C,0,0,0,D,TB04D22B            ,,,5121,TH0623F7EC86  ,L
5122,623,C,0,0,0,D,TB04D22B%           ,,,5121,TH0623F7EC94  ,F
5123,623,C,0,0,0,D,TB05323A            ,,,5123,TH0623C7F384  ,L
5124,623,C,0,0,0,D,TB05323A%           ,,,5123,TH0623C7F392  ,F
5125,623,C,0,0,0,D,TB04O27C            ,,,5125,TH0623K7EA88  ,L
5126,623,C,0,0,0,D,TB04O27C%           ,,,5125,TH0623K7EA96  ,F
5127,623,C,0,0,0,D,TB04D29B            ,,,5127,TH0623G7EC84  ,L
5128,623,C,0,0,0,D,TB04D29B%           ,,,5127,TH0623G7EC92  ,F
5129,623,C,0,0,0,D,TB05330A            ,,,5129,TH0623D7F383  ,L
5130,623,C,0,0,0,D,TB05330A%           ,,,5129,TH0623D7F391  ,F
5131,793,A,7,10,0,S,AQUA                ,,,5131,TH0793B10Y04  ,L
5132,793,A,7,10,0,F,AQUA-F              ,,,5131,TH0793B10Y12  ,F
5133,793,A,7,10,0,S,AQUA-R              ,,,5131,TH0793010R18  ,R
5134,648,B,0,12,0,G,EGAT099A            ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 3,EGAT47/03/5Y,5134,TH064803J904  ,L
5135,648,B,0,12,0,G,EGAT099A%           ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 3,EGAT47/03/5Y,5134,TH064803J920  ,F
5136,648,B,0,12,0,G,EGAT129A            ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 4,EGAT47/04/8Y,5136,TH064803M908  ,L
5138,648,B,0,12,0,G,EGAT149B            ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 5,EGAT47/05/10Y,5138,TH0648A3O909  ,L
5140,655,C,0,0,0,G,CB05908A            ,,,5140,TH0655A7F981  ,L
5141,655,C,0,0,0,G,CB05908A%           ,,,5140,TH0655A7F999  ,F
5142,655,C,0,0,0,G,CB05915A            ,,,5142,TH0655B7F980  ,L
5143,655,C,0,0,0,G,CB05915A%           ,,,5142,TH0655B7F998  ,F
5144,655,C,0,0,0,G,CB05922A            ,,,5144,TH0655C7F989  ,L
5145,655,C,0,0,0,G,CB05922A%           ,,,5144,TH0655C7F997  ,F
5146,655,C,0,0,0,G,CB05929A            ,,,5146,TH0655D7F988  ,L
5147,655,C,0,0,0,G,CB05929A%           ,,,5146,TH0655D7F996  ,F
5148,27,B,0,21,0,D,SPI071A%            ,§√—Èß∑’Ë 1/2545,ISSUE 1/2002,2727,TH002703H129  ,F
5149,352,B,0,21,0,D,PF062A              ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 1,ISSUE 1/2004,5149,TH035203G214  ,L
5150,352,B,0,21,0,D,PF062A%             ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 1,ISSUE 1/2004,5149,TH035203G230  ,F
5151,352,B,0,21,0,D,PF068A              ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 2,ISSUE 1/2004,5151,TH035203G818  ,L
5152,352,B,0,21,0,D,PF068A%             ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 2,ISSUE 1/2004,5151,TH035203G834  ,F
5153,352,B,0,21,0,D,PF072A              ,§√—Èß∑’Ë 2/2547,ISSUE 2/2004,5153,TH035203H212  ,L
5154,352,B,0,21,0,D,PF072A%             ,§√—Èß∑’Ë 2/2547,ISSUE 2/2004,5153,TH035203H238  ,F
5155,780, ,0,0,0,W,SEAFCOWA            ,°√√¡°“√·≈–æπ—°ß“π §√—Èß∑’Ë 1,Directors and Employees Grant I,5155,              ,L
5157,105,A,0,0,0,W,SKR-W1-R            ,§√—Èß∑’Ë 1,No. 1,4221,TH010505I8R3  ,R
5158,794,A,5,3,0,S,DCON                ,,,5158,TH0794010Z08  ,L
5159,794,A,5,3,0,F,DCON-F              ,,,5158,TH0794010Z16  ,F
5160,794,A,5,3,0,S,DCON-R              ,,,5158,TH0794010R16  ,R
5161,648,B,0,12,0,G,EGAT149A%           ,æ—π∏∫—µ√ æ.». 2542 §√—Èß∑’Ë 8,EGAT42/08/15Y,1823,TH064803O920  ,F
5162,795,S,62,70,0,S,NEWS                ,,,5162,TH0795C10Z00  ,L
5163,795,S,62,70,0,F,NEWS-F              ,,,5162,TH0795C10Z18  ,F
5164,795,S,62,70,0,S,NEWS-R              ,,,5162,TH0795010R13  ,R
5165,642,B,0,12,0,G,NHA079A             ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 4,NHA47/04/3Y,5165,TH064203H901  ,L
5167,797,S,60,68,0,S,FOCUS               ,,,5167,TH0797A10Y01  ,L
5168,797,S,60,68,0,F,FOCUS-F             ,,,5167,TH0797A10Y19  ,F
5169,797,S,60,68,0,S,FOCUS-R             ,,,5167,TH0797010R19  ,R
5170,796,A,6,9,0,S,TOP                 ,,,5170,TH0796010005  ,L
5171,796,A,6,9,0,F,TOP-F               ,,,5170,TH0796010013  ,F
5172,796,A,6,9,0,S,TOP-R               ,,,5170,TH0796010R11  ,R
5173,599,C,0,0,0,D,PL079A              ,,,5173,TH059903H903  ,L
5175,798,A,3,11,0,S,GBX                 ,,,5175,TH0798010003  ,L
5176,798,A,3,11,0,F,GBX-F               ,,,5175,TH0798010011  ,F
5177,798,A,3,11,0,S,GBX-R               ,,,5175,TH0798010R17  ,R
5179,299,A,0,0,0,W,PK-W1-R             ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Right,4368,TH029905H9R8  ,R
5180,230,A,0,0,0,W,CEN-W1              ,"ºŸÈ∂◊ÕÀÿÈπ,ºŸÈ∂◊ÕÀÿÈπ∑’Ë´◊ÈÕÀÿÈπ “¡—≠‡æ‘Ë¡∑ÿπ",The shareholders,5180,TH023005K508  ,L
5181,799,A,3,11,0,S,GL                  ,,,5181,TH0799010Z07  ,L
5182,799,A,3,11,0,F,GL-F                ,,,5181,TH0799010Z15  ,F
5183,799,A,3,11,0,S,GL-R                ,,,5181,TH0799010R15  ,R
5184,647,B,0,12,0,G,MEA07OA             ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 4,MEA47/04/3Y,5184,TH064703HA03  ,L
5186,647,B,0,12,0,G,MEA08OA             ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 5,MEA47/05/4Y,5186,TH064703IA02  ,L
5188,647,B,0,12,0,G,MEA09OA             ,æ—π∏∫—µ√ æ.». 2547 §√—Èß∑’Ë 6,MEA47/06/5Y,5188,TH064703JA01  ,L
5190,779, ,0,0,0,W,TKT-WA              ,,,5190,TH077905H104  ,L
5191,779, ,0,0,0,W,TKT-VA              ,,,5190,TH077905H112  ,F
5192,800,A,4,32,0,S,SNC                 ,,,5192,TH0800010Z03  ,L
5193,800,A,4,32,0,F,SNC-F               ,,,5192,TH0800010Z11  ,F
5194,800,A,4,32,0,S,SNC-R               ,,,5192,TH0800010R11  ,R
5195,655,C,0,0,0,G,CB05O06A            ,,,5195,TH065507FA83  ,L
5196,655,C,0,0,0,G,CB05O06A%           ,,,5195,TH065507FA91  ,F
5197,655,C,0,0,0,G,CB05O13A            ,,,5197,TH0655A7FA80  ,L
5198,655,C,0,0,0,G,CB05O13A%           ,,,5197,TH0655A7FA98  ,F
5199,655,C,0,0,0,G,CB05O20A            ,,,5199,TH0655B7FA88  ,L
5200,655,C,0,0,0,G,CB05O20A%           ,,,5199,TH0655B7FA96  ,F
5201,655,C,0,0,0,G,CB05O27A            ,,,5201,TH0655C7FA86  ,L
5202,655,C,0,0,0,G,CB05O27A%           ,,,5201,TH0655C7FA94  ,F
5203,623,C,0,0,0,D,TB04N03C            ,,,5203,TH0623H7EB83  ,L
5204,623,C,0,0,0,D,TB04N03C%           ,,,5203,TH0623H7EB91  ,F
5205,623,C,0,0,0,D,TB04N10C            ,,,5205,TH0623I7EB81  ,L
5206,623,C,0,0,0,D,TB04N10C%           ,,,5205,TH0623I7EB99  ,F
5207,623,C,0,0,0,D,TB04N17C            ,,,5207,TH0623J7EB89  ,L
5208,623,C,0,0,0,D,TB04N17C%           ,,,5207,TH0623J7EB97  ,F
5209,623,C,0,0,0,D,TB04N24C            ,,,5209,TH0623K7EB87  ,L
5210,623,C,0,0,0,D,TB04N24C%           ,,,5209,TH0623K7EB95  ,F
5211,623,C,0,0,0,D,TB05105B            ,,,5211,TH0623D7F185  ,L
5212,623,C,0,0,0,D,TB05105B%           ,,,5211,TH0623D7F193  ,F
5213,623,C,0,0,0,D,TB05112B            ,,,5213,TH0623E7F184  ,L
5214,623,C,0,0,0,D,TB05112B%           ,,,5213,TH0623E7F192  ,F
5215,623,C,0,0,0,D,TB05119B            ,,,5215,TH0623F7F183  ,L
5216,623,C,0,0,0,D,TB05119B%           ,,,5215,TH0623F7F191  ,F
5217,623,C,0,0,0,D,TB05126B            ,,,5217,TH0623G7F182  ,L
5218,623,C,0,0,0,D,TB05126B%           ,,,5217,TH0623G7F190  ,F
5219,801,S,59,67,0,S,SWC                 ,,,5219,TH0801010Z01  ,L
5220,801,S,59,67,0,F,SWC-F               ,,,5219,TH0801010Z19  ,F
5221,801,S,59,67,0,S,SWC-R               ,,,5219,TH0801010R19  ,R
5222,513,B,0,12,0,G,BMTA10OA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 1,BMTA48/01/6Y,5222,TH051303KA09  ,L
5223,513,B,0,12,0,G,BMTA10OA%           ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 1,BMTA48/01/6Y,5222,TH051303KA25  ,F
5224,513,B,0,12,0,G,BMTA11OA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 2,BMTA48/02/7Y,5224,TH051303LA08  ,L
5225,513,B,0,12,0,G,BMTA11OA%           ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 2,BMTA48/02/7Y,5224,TH051303LA24  ,F
5226,599,C,0,0,0,D,PL08OA              ,,,5226,TH059903IA00  ,L
5227,802,A,3,11,0,S,FSS                 ,,,5227,TH0802010Z09  ,L
5228,802,A,3,11,0,F,FSS-F               ,,,5227,TH0802010Z17  ,F
5229,802,A,3,11,0,S,FSS-R               ,,,5227,TH0802010R17  ,R
5230,662, ,0,0,0,W,INET-VA             ,ESOP,ESOP,4295,TH066205H318  ,F
5231,803,A,7,10,0,S,MCOT                ,,,5231,TH0803010006  ,L
5232,803,A,7,10,0,F,MCOT-F              ,,,5231,TH0803010014  ,F
5233,803,A,7,10,0,S,MCOT-R              ,,,5231,TH0803010R15  ,R
5234,804,S,62,70,0,S,MPG                 ,,,5234,TH0804C10Y00  ,L
5235,804,S,62,70,0,F,MPG-F               ,,,5234,TH0804C10Y18  ,F
5236,804,S,62,70,0,S,MPG-R               ,,,5234,TH0804010R13  ,R
5237,150,B,0,21,0,D,KTB14OA             ,§√—Èß∑’Ë 1/2547,ISSUE 1/2004,5237,TH015003OA03  ,L
5238,805,A,4,34,0,S,PAP                 ,,,5238,TH0805A10Z00  ,L
5239,805,A,4,34,0,F,PAP-F               ,,,5238,TH0805A10Z18  ,F
5240,805,A,4,34,0,S,PAP-R               ,,,5238,TH0805010R10  ,R
5242,623,C,0,0,0,D,TB05420A            ,,,5242,TH062307F401  ,L
5243,623,C,0,0,0,D,TB05420A%           ,,,5242,TH062307F427  ,F
5244,513,B,0,12,0,G,BMTA07OA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 3,BMTA48/03/3Y,5244,TH051303HA04  ,L
5245,513,B,0,12,0,G,BMTA07OA%           ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 3,BMTA48/03/3Y,5244,TH051303HA20  ,F
5246,513,B,0,12,0,G,BMTA09OA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 4,BMTA48/04/5Y,5246,TH051303JA02  ,L
5247,513,B,0,12,0,G,BMTA09OA%           ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 4,BMTA48/04/5Y,5246,TH051303JA28  ,F
5248,805, ,0,0,0,W,PAP-WA              ,,,5248,TH080505GA00  ,L
5249,805, ,0,0,0,W,PAP-VA              ,,,5248,TH080505GA18  ,F
5250,530,B,0,0,0,D,CK#3                ,,,5250,              ,L
5251,530, ,0,0,0,D,CK#4                ,,,5251,              ,L
5252,530, ,0,0,0,D,CK#5                ,,,5252,              ,L
5253,806,S,59,67,0,S,PPM                 ,,,5253,TH0806010Z00  ,L
5254,806,S,59,67,0,F,PPM-F               ,,,5253,TH0806010Z18  ,F
5255,806,S,59,67,0,S,PPM-R               ,,,5253,TH0806010R18  ,R
5257,245,B,0,21,0,D,THAI09OA            ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 1,ISSUE 1/2004,5257,TH024503JA07  ,L
5259,245,B,0,21,0,D,THAI11OA            ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 2,ISSUE 1/2004,5259,TH024503LA03  ,L
5261,245,B,0,21,0,D,THAI14OA            ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 3,ISSUE 1/2004,5261,TH024503OA00  ,L
5264,807,C,0,0,0,D,HLTC07OA            ,,,5264,TH080703HA09  ,L
5266,586, ,0,0,0,W,NFC-WA              ,,,5266,              ,L
5267,513,B,0,12,0,G,BMTA08NA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 5,BMTA48/05/4Y,5267,TH051303IB02  ,L
5269,513,B,0,12,0,G,BMTA10NA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 6,BMTA48/06/6Y,5269,TH051303KB08  ,L
5270,513,B,0,12,0,G,BMTA10NA%           ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 6,BMTA48/06/6Y,5269,TH051303KB24  ,F
5271,808,A,7,13,0,S,BCH                 ,,,5271,TH0808010Y07  ,L
5272,808,A,7,13,0,F,BCH-F               ,,,5271,TH0808010Y15  ,F
5273,808,A,7,13,0,S,BCH-R               ,,,5271,TH0808010R14  ,R
5274,530,B,0,21,0,D,CK07OA              ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 1,No. 1/2004 Series 1,5274,TH053003HA03  ,L
5276,530,B,0,21,0,D,CK09OA              ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 2,No. 1/2004 Series 2,5276,TH053003JA01  ,L
5278,530,B,0,21,0,D,CK09OB              ,§√—Èß∑’Ë 1/2547 ™ÿ¥∑’Ë 3,No. 1/2004 Series 3,5278,TH053003JA19  ,L
5281,809,A,3,11,0,S,BLS                 ,,,5281,TH0809010000  ,L
5282,809,A,3,11,0,F,BLS-F               ,,,5281,TH0809010018  ,F
5283,809,A,3,11,0,S,BLS-R               ,,,5281,TH0809010R12  ,R
5284,623,C,0,0,0,D,TB04D01B            ,,,5284,TH0623H7EC82  ,L
5285,623,C,0,0,0,D,TB04D01B%           ,,,5284,TH0623H7EC90  ,F
5286,623,C,0,0,0,D,TB04D08B            ,,,5286,TH0623I7EC80  ,L
5287,623,C,0,0,0,D,TB04D08B%           ,,,5286,TH0623I7EC98  ,F
5288,623,C,0,0,0,D,TB04D15C            ,,,5288,TH0623J7EC88  ,L
5289,623,C,0,0,0,D,TB04D15C%           ,,,5288,TH0623J7EC96  ,F
5290,623,C,0,0,0,D,TB04D22C            ,,,5290,TH0623K7EC86  ,L
5291,623,C,0,0,0,D,TB04D22C%           ,,,5290,TH0623K7EC94  ,F
5292,623,C,0,0,0,D,TB05202B            ,,,5292,TH0623D7F284  ,L
5293,623,C,0,0,0,D,TB05202B%           ,,,5292,TH0623D7F292  ,F
5294,623,C,0,0,0,D,TB05209B            ,,,5294,TH0623E7F283  ,L
5295,623,C,0,0,0,D,TB05209B%           ,,,5294,TH0623E7F291  ,F
5296,623,C,0,0,0,D,TB05216B            ,,,5296,TH0623F7F282  ,L
5297,623,C,0,0,0,D,TB05216B%           ,,,5296,TH0623F7F290  ,F
5298,623,C,0,0,0,D,TB05224B            ,,,5298,TH0623G7F281  ,L
5299,623,C,0,0,0,D,TB05224B%           ,,,5298,TH0623G7F299  ,F
5300,623,C,0,0,0,D,TB05504A            ,,,5300,TH062307F583  ,L
5301,623,C,0,0,0,D,TB05504A%           ,,,5300,TH062307F591  ,F
5302,623,C,0,0,0,D,TB05511A            ,,,5302,TH0623A7F584  ,L
5303,623,C,0,0,0,D,TB05511A%           ,,,5302,TH0623A7F592  ,F
5304,623,C,0,0,0,D,TB05518A            ,,,5304,TH0623B7F583  ,L
5305,623,C,0,0,0,D,TB05518A%           ,,,5304,TH0623B7F591  ,F
5306,623,C,0,0,0,D,TB05525A            ,,,5306,TH0623C7F582  ,L
5307,623,C,0,0,0,D,TB05525A%           ,,,5306,TH0623C7F590  ,F
5308,371,A,0,0,0,W,SPALI-W3            ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡ √ÿËπ∑’Ë 3,Right #3,5308,TH037105I801  ,L
5309,371, ,0,0,0,W,SPALI-WB            ,„ÀÈ·°Ëæπ—°ß“π ºŸÈ∫√‘À“√ °√√¡°“√ ·≈–∑’Ëª√÷°…“§≥–°√√¡°“√,ESOP,5309,              ,L
5310,655,C,0,0,0,G,CB05N03A            ,,,5310,TH065507FB82  ,L
5311,655,C,0,0,0,G,CB05N03A%           ,,,5310,TH065507FB90  ,F
5312,655,C,0,0,0,G,CB05N10A            ,,,5312,TH0655A7FB89  ,L
5313,655,C,0,0,0,G,CB05N10A%           ,,,5312,TH0655A7FB97  ,F
5314,655,C,0,0,0,G,CB05N17A            ,,,5314,TH0655B7FB87  ,L
5315,655,C,0,0,0,G,CB05N17A%           ,,,5314,TH0655B7FB95  ,F
5316,655,C,0,0,0,G,CB05N24A            ,,,5316,TH0655C7FB85  ,L
5317,655,C,0,0,0,G,CB05N24A%           ,,,5316,TH0655C7FB93  ,F
5318,655,C,0,0,0,G,CB05D01A            ,,,5318,TH065507FC81  ,L
5319,655,C,0,0,0,G,CB05D01A%           ,,,5318,TH065507FC99  ,F
5320,642,B,0,12,0,G,NHA07NA             ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 1,NHA48/01/3Y,5320,TH064203HB07  ,L
5321,642,B,0,12,0,G,NHA07NA%            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 1,NHA48/01/3Y,5320,TH064203HB23  ,F
5322,642,B,0,12,0,G,NHA08NA             ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 2,NHA48/02/4Y,5322,TH064203IB06  ,L
5324,3,B,0,21,0,D,SCC08NA             ,§√—Èß∑’Ë 2/2547,ISSUE 2/2004,5324,TH000303IB09  ,L
5326,810,S,55,51,0,S,GFM                 ,,,5326,TH0810010007  ,L
5327,810,S,55,51,0,F,GFM-F               ,,,5326,TH0810010015  ,F
5328,810,S,55,51,0,S,GFM-R               ,,,5326,TH0810010R10  ,R
5329,623,B,0,11,2,G,LB09NC              ,æ—π∏∫—µ√√—∞∫“≈°√≥’æ‘‡»… æ.».2548 §√—Èß∑’Ë 1,TLOAN48/01/5Y,5329,TH062303JB08  ,L
5330,623,B,0,11,2,G,LB09NC%             ,æ—π∏∫—µ√√—∞∫“≈°√≥’æ‘‡»… æ.».2548 §√—Èß∑’Ë 1,TLOAN48/01/5Y,5329,TH062303JB24  ,F
5331,623,B,0,11,2,G,LB14DA              ,æ—π∏∫—µ√√—∞∫“≈ 48/02/10Y,TLOAN48/02/10Y,5331,TH062303OC00  ,L
5332,623,B,0,11,2,G,LB14DA%             ,æ—π∏∫—µ√√—∞∫“≈ 48/02/10Y,TLOAN48/02/10Y,5331,TH062303OC26  ,F
5333,623,B,0,11,2,G,LB19DA              ,æ—π∏∫—µ√√—∞∫“≈ 48/03/15Y,TLOAN48/03/15Y,5333,TH062303TC05  ,L
5334,623,B,0,11,2,G,LB19DA%             ,æ—π∏∫—µ√√—∞∫“≈ 48/03/15Y,TLOAN48/03/15Y,5333,TH062303TC21  ,F
5335,811,C,0,0,0,D,TLT07NA             ,,,5335,TH081103HB02  ,L
5337,769,A,0,0,0,W,NCH-W1              ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Right,5337,TH076905G602  ,L
5338,177,A,0,0,0,W,MGR-WA              ,§√—Èß∑’Ë 2,WARRANT II,5338,              ,L
5339,177,A,0,0,0,C,MGR@A               ,§√—Èß∑’Ë 2,CD2,5339,              ,L
5340,812,A,8,6,0,S,BLISS               ,,,5340,TH0812B10Z00  ,L
5341,812,A,8,6,0,F,BLISS-F             ,,,5340,TH0812B10Z18  ,F
5342,812,A,8,6,0,S,BLISS-R             ,,,5340,TH0812010R16  ,R
5343,814,A,4,34,0,S,INOX                ,,,5343,TH0814010Y05  ,L
5344,814,A,4,34,0,F,INOX-F              ,,,5343,TH0814010Y13  ,F
5345,814,A,4,34,0,S,INOX-R              ,,,5343,TH0814010R12  ,R
5346,813,S,59,67,0,S,TAPAC               ,,,5346,TH0813010Z06  ,L
5347,813,S,59,67,0,F,TAPAC-F             ,,,5346,TH0813010Z14  ,F
5348,813,S,59,67,0,S,TAPAC-R             ,,,5346,TH0813010R14  ,R
5350,616,A,0,0,0,W,EASTW-W1-R          ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡·≈–∫ÿ§§≈∑—Ë«‰ª,The existing shareholders and the public,4738,TH061605HBR9  ,R
5351,815,A,4,21,0,S,PTL                 ,,,5351,TH0815010002  ,L
5352,815,A,4,21,0,F,PTL-F               ,,,5351,TH0815010010  ,F
5353,815,A,4,21,0,S,PTL-R               ,,,5351,TH0815010R19  ,R
5354,816,A,3,11,0,S,ASK                 ,,,5354,TH0816010001  ,L
5355,816,A,3,11,0,F,ASK-F               ,,,5354,TH0816010019  ,F
5356,816,A,3,11,0,S,ASK-R               ,,,5354,TH0816010R17  ,R
5357,817,A,0,0,0,D,MBSA05NA            ,,,5357,TH081707FB04  ,L
5358,817,A,0,0,0,D,MBSA05NA%           ,,,5357,TH081707FB20  ,F
5359,818,A,4,26,0,S,UTP                 ,,,5359,TH0818010Z05  ,L
5360,818,A,4,26,0,F,UTP-F               ,,,5359,TH0818010Z13  ,F
5361,818,A,4,26,0,S,UTP-R               ,,,5359,TH0818010R13  ,R
5362,513,B,0,12,0,G,BMTA07DA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 7,BMTA48/07/3Y,5362,TH051303HC02  ,L
5363,513,B,0,12,0,G,BMTA07DA%           ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 7,BMTA48/07/3Y,5362,TH051303HC28  ,F
5364,513,B,0,12,0,G,BMTA08DA            ,æ—π∏∫—µ√ æ.». 2548 §√—Èß∑’Ë 8,BMTA48/08/4Y,5364,TH051303IC01  ,L
